Customer Name,Date,Orders
Bonsai Ventures Hong Kong Limited,2020-01-27 00:00:00,0
BORAN MOPACK,2020-01-27 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2020-01-27 00:00:00,0
BRAYFORD PLASTICS LTD,2020-01-27 00:00:00,6
BRITISH POLYTHENE IND PLC,2020-01-27 00:00:00,7
CARAMBAR & CO SAS,2020-01-27 00:00:00,9
COCA COLA,2020-01-27 00:00:00,283
Contact Originators Ltd,2020-01-27 00:00:00,0
CRP PRINT & PACKAGING LTD,2020-01-27 00:00:00,0
D&M PACKAGING,2020-01-27 00:00:00,0
DANONE,2020-01-27 00:00:00,2
DELLO DETTMER VERPACKUNGEN,2020-01-27 00:00:00,0
DS SMITH,2020-01-27 00:00:00,0
ELIF GLOBAL SAE,2020-01-27 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2020-01-27 00:00:00,1
EMERGENT,2020-01-27 00:00:00,0
EUROFLEX,2020-01-27 00:00:00,0
EVERGREEN,2020-01-27 00:00:00,50
EVERRIS LIMITED,2020-01-27 00:00:00,2
EYEVANCE PHARMACEUTICALS,2020-01-27 00:00:00,0
FLAGSTONE FOODS LLC,2020-01-27 00:00:00,0
FLEXOPLAST,2020-01-27 00:00:00,0
FOX`S BISCUITS,2020-01-27 00:00:00,0
FRIGEMO,2020-01-27 00:00:00,0
GREEN ISLE FOODS,2020-01-27 00:00:00,0
HALEON,2020-01-27 00:00:00,106
HEWLETT PACKARD,2020-01-27 00:00:00,0
HOVIS LTD,2020-01-27 00:00:00,6
INTERFLEX GROUP INC,2020-01-27 00:00:00,2
IRISH FLEXIBLE PACKAGING LTD,2020-01-27 00:00:00,3
ITC,2020-01-27 00:00:00,0
JDE,2020-01-27 00:00:00,1
KELLOGG COMPANY,2020-01-27 00:00:00,50
KERRY INC,2020-01-27 00:00:00,18
MACKLE PET FOODS,2020-01-27 00:00:00,0
"MARS, INC.",2020-01-27 00:00:00,25
MCCAIN FOODS,2020-01-27 00:00:00,33
MILLER/COORS,2020-01-27 00:00:00,4
MONDELEZ,2020-01-27 00:00:00,150
MONDI PACKAGING,2020-01-27 00:00:00,0
NATIONAL PKG CORPORATION LTD,2020-01-27 00:00:00,1
NEEMAN PRINTERS,2020-01-27 00:00:00,0
NESTLE,2020-01-27 00:00:00,37
Nordvalls Etikett AB,2020-01-27 00:00:00,0
ORKLA,2020-01-27 00:00:00,30
Papier-Mettler,2020-01-27 00:00:00,0
PEPSICO,2020-01-27 00:00:00,8
PHILIPS,2020-01-27 00:00:00,45
POKON NATURADO B.V.,2020-01-27 00:00:00,0
POLY PAK AMERICA INC,2020-01-27 00:00:00,0
POTS & CO,2020-01-27 00:00:00,0
PROCTER & GAMBLE,2020-01-27 00:00:00,387
RECKITT BENCKISER IN,2020-01-27 00:00:00,67
RJ REYNOLDS,2020-01-27 00:00:00,0
RKW,2020-01-27 00:00:00,0
RKW France Castelletta,2020-01-27 00:00:00,2
ROBERTS MART & CO LTD,2020-01-27 00:00:00,5
SAICA PACK,2020-01-27 00:00:00,85
SBM SERVICES,2020-01-27 00:00:00,0
SCA HEALTHCARE,2020-01-27 00:00:00,6
SIGNIFY,2020-01-27 00:00:00,125
SIVA PLASTICS,2020-01-27 00:00:00,0
SKYMARK SCUNTHORPE,2020-01-27 00:00:00,1
SMURFIT,2020-01-27 00:00:00,0
SPRINGFIELD SOLUTIONS,2020-01-27 00:00:00,0
ST. JOHN PACKAGING UK LTD.,2020-01-27 00:00:00,0
STARBUCKS COFFEE CO,2020-01-27 00:00:00,0
STEMPHER BV,2020-01-27 00:00:00,0
SWANSEA UNIVERSITY,2020-01-27 00:00:00,0
SYNPAC LIMITED,2020-01-27 00:00:00,0
TAKEDA EU,2020-01-27 00:00:00,29
TAKEDA PHARMACEUTICALS USA INC,2020-01-27 00:00:00,0
TETRA PAK,2020-01-27 00:00:00,128
TOPCO ASSOCIATES LLC,2020-01-27 00:00:00,0
TRANSCONTINENTAL INC.,2020-01-27 00:00:00,2
ULTIMATE PACKAGING LTD,2020-01-27 00:00:00,1
UNILEVER,2020-01-27 00:00:00,169
VENTURE LIFE HEALTHCARE LTD,2020-01-27 00:00:00,1
WAITROSE LIMITED,2020-01-27 00:00:00,66
WESTLAND HORTICULTURE,2020-01-27 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2020-01-27 00:00:00,52
ZUCKERMAN HONICKMAN INC,2020-01-27 00:00:00,0
2 SISTERS FOOD GROUP,2020-01-20 00:00:00,1
3M,2020-01-20 00:00:00,0
72 AND SUNNY,2020-01-20 00:00:00,0
AIMIA FOODS LTD,2020-01-20 00:00:00,0
Aire Adaptical Design Ltd,2020-01-20 00:00:00,12
ALBEA AMERICAS INC,2020-01-20 00:00:00,0
ALLIED BAKERIES,2020-01-20 00:00:00,8
AMCOR,2020-01-20 00:00:00,252
AMERICAN FUJI SEAL,2020-01-20 00:00:00,0
ARROW FILM CONVERTORS LTD,2020-01-20 00:00:00,12
ASPLA,2020-01-20 00:00:00,0
ASTRA ZENECA,2020-01-20 00:00:00,67
ATTINDAS,2020-01-20 00:00:00,6
BEIERSDORF INCORPORATED,2020-01-20 00:00:00,0
BEMIS ELSHAM LTD,2020-01-20 00:00:00,2
BERRY GLOBAL FILMS LLC,2020-01-20 00:00:00,0
BISCHOF & KLEIN,2020-01-20 00:00:00,0
Bonsai Ventures Hong Kong Limited,2020-01-20 00:00:00,0
BORAN MOPACK,2020-01-20 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2020-01-20 00:00:00,1
BRAYFORD PLASTICS LTD,2020-01-20 00:00:00,0
BRITISH POLYTHENE IND PLC,2020-01-20 00:00:00,9
CARAMBAR & CO SAS,2020-01-20 00:00:00,12
COCA COLA,2020-01-20 00:00:00,279
Contact Originators Ltd,2020-01-20 00:00:00,0
CRP PRINT & PACKAGING LTD,2020-01-20 00:00:00,0
D&M PACKAGING,2020-01-20 00:00:00,0
DANONE,2020-01-20 00:00:00,3
DELLO DETTMER VERPACKUNGEN,2020-01-20 00:00:00,0
DS SMITH,2020-01-20 00:00:00,0
ELIF GLOBAL SAE,2020-01-20 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2020-01-20 00:00:00,1
EMERGENT,2020-01-20 00:00:00,1
EUROFLEX,2020-01-20 00:00:00,0
EVERGREEN,2020-01-20 00:00:00,18
EVERRIS LIMITED,2020-01-20 00:00:00,0
EYEVANCE PHARMACEUTICALS,2020-01-20 00:00:00,0
FLAGSTONE FOODS LLC,2020-01-20 00:00:00,0
FLEXOPLAST,2020-01-20 00:00:00,0
FOX`S BISCUITS,2020-01-20 00:00:00,0
FRIGEMO,2020-01-20 00:00:00,0
GREEN ISLE FOODS,2020-01-20 00:00:00,0
HALEON,2020-01-20 00:00:00,156
HEWLETT PACKARD,2020-01-20 00:00:00,3
HOVIS LTD,2020-01-20 00:00:00,12
INTERFLEX GROUP INC,2020-01-20 00:00:00,3
IRISH FLEXIBLE PACKAGING LTD,2020-01-20 00:00:00,5
ITC,2020-01-20 00:00:00,0
JDE,2020-01-20 00:00:00,0
KELLOGG COMPANY,2020-01-20 00:00:00,73
KERRY INC,2020-01-20 00:00:00,16
MACKLE PET FOODS,2020-01-20 00:00:00,0
"MARS, INC.",2020-01-20 00:00:00,49
MCCAIN FOODS,2020-01-20 00:00:00,25
MILLER/COORS,2020-01-20 00:00:00,3
MONDELEZ,2020-01-20 00:00:00,146
MONDI PACKAGING,2020-01-20 00:00:00,1
NATIONAL PKG CORPORATION LTD,2020-01-20 00:00:00,0
NEEMAN PRINTERS,2020-01-20 00:00:00,1
NESTLE,2020-01-20 00:00:00,19
Nordvalls Etikett AB,2020-01-20 00:00:00,0
ORKLA,2020-01-20 00:00:00,11
Papier-Mettler,2020-01-20 00:00:00,0
PEPSICO,2020-01-20 00:00:00,0
PHILIPS,2020-01-20 00:00:00,83
POKON NATURADO B.V.,2020-01-20 00:00:00,0
POLY PAK AMERICA INC,2020-01-20 00:00:00,5
POTS & CO,2020-01-20 00:00:00,0
PROCTER & GAMBLE,2020-01-20 00:00:00,420
RECKITT BENCKISER IN,2020-01-20 00:00:00,61
RJ REYNOLDS,2020-01-20 00:00:00,0
RKW,2020-01-20 00:00:00,0
RKW France Castelletta,2020-01-20 00:00:00,2
ROBERTS MART & CO LTD,2020-01-20 00:00:00,2
SAICA PACK,2020-01-20 00:00:00,97
SBM SERVICES,2020-01-20 00:00:00,0
SCA HEALTHCARE,2020-01-20 00:00:00,8
SIGNIFY,2020-01-20 00:00:00,147
SIVA PLASTICS,2020-01-20 00:00:00,0
SKYMARK SCUNTHORPE,2020-01-20 00:00:00,0
SMURFIT,2020-01-20 00:00:00,0
SPRINGFIELD SOLUTIONS,2020-01-20 00:00:00,0
ST. JOHN PACKAGING UK LTD.,2020-01-20 00:00:00,0
STARBUCKS COFFEE CO,2020-01-20 00:00:00,0
STEMPHER BV,2020-01-20 00:00:00,0
SWANSEA UNIVERSITY,2020-01-20 00:00:00,0
SYNPAC LIMITED,2020-01-20 00:00:00,0
TAKEDA EU,2020-01-20 00:00:00,27
TAKEDA PHARMACEUTICALS USA INC,2020-01-20 00:00:00,0
TETRA PAK,2020-01-20 00:00:00,177
TOPCO ASSOCIATES LLC,2020-01-20 00:00:00,0
TRANSCONTINENTAL INC.,2020-01-20 00:00:00,1
ULTIMATE PACKAGING LTD,2020-01-20 00:00:00,3
UNILEVER,2020-01-20 00:00:00,161
VENTURE LIFE HEALTHCARE LTD,2020-01-20 00:00:00,7
WAITROSE LIMITED,2020-01-20 00:00:00,83
WESTLAND HORTICULTURE,2020-01-20 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2020-01-20 00:00:00,29
ZUCKERMAN HONICKMAN INC,2020-01-20 00:00:00,1
2 SISTERS FOOD GROUP,2020-01-13 00:00:00,0
3M,2020-01-13 00:00:00,0
72 AND SUNNY,2020-01-13 00:00:00,0
AIMIA FOODS LTD,2020-01-13 00:00:00,0
Aire Adaptical Design Ltd,2020-01-13 00:00:00,13
ALBEA AMERICAS INC,2020-01-13 00:00:00,0
ALLIED BAKERIES,2020-01-13 00:00:00,3
AMCOR,2020-01-13 00:00:00,248
AMERICAN FUJI SEAL,2020-01-13 00:00:00,0
ARROW FILM CONVERTORS LTD,2020-01-13 00:00:00,11
ASPLA,2020-01-13 00:00:00,0
ASTRA ZENECA,2020-01-13 00:00:00,68
ATTINDAS,2020-01-13 00:00:00,4
BEIERSDORF INCORPORATED,2020-01-13 00:00:00,0
BEMIS ELSHAM LTD,2020-01-13 00:00:00,5
BERRY GLOBAL FILMS LLC,2020-01-13 00:00:00,0
BISCHOF & KLEIN,2020-01-13 00:00:00,0
Bonsai Ventures Hong Kong Limited,2020-01-13 00:00:00,0
BORAN MOPACK,2020-01-13 00:00:00,1
BORAN PLASTIC PACKAGING LTD,2020-01-13 00:00:00,0
BRAYFORD PLASTICS LTD,2020-01-13 00:00:00,9
BRITISH POLYTHENE IND PLC,2020-01-13 00:00:00,12
CARAMBAR & CO SAS,2020-01-13 00:00:00,2
COCA COLA,2020-01-13 00:00:00,186
Contact Originators Ltd,2020-01-13 00:00:00,0
CRP PRINT & PACKAGING LTD,2020-01-13 00:00:00,0
D&M PACKAGING,2020-01-13 00:00:00,0
DANONE,2020-01-13 00:00:00,3
DELLO DETTMER VERPACKUNGEN,2020-01-13 00:00:00,0
DS SMITH,2020-01-13 00:00:00,0
ELIF GLOBAL SAE,2020-01-13 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2020-01-13 00:00:00,8
EMERGENT,2020-01-13 00:00:00,0
EUROFLEX,2020-01-13 00:00:00,0
EVERGREEN,2020-01-13 00:00:00,3
EVERRIS LIMITED,2020-01-13 00:00:00,1
EYEVANCE PHARMACEUTICALS,2020-01-13 00:00:00,0
FLAGSTONE FOODS LLC,2020-01-13 00:00:00,0
FLEXOPLAST,2020-01-13 00:00:00,1
FOX`S BISCUITS,2020-01-13 00:00:00,0
FRIGEMO,2020-01-13 00:00:00,0
GREEN ISLE FOODS,2020-01-13 00:00:00,0
HALEON,2020-01-13 00:00:00,84
HEWLETT PACKARD,2020-01-13 00:00:00,0
HOVIS LTD,2020-01-13 00:00:00,15
INTERFLEX GROUP INC,2020-01-13 00:00:00,1
IRISH FLEXIBLE PACKAGING LTD,2020-01-13 00:00:00,1
ITC,2020-01-13 00:00:00,0
JDE,2020-01-13 00:00:00,0
KELLOGG COMPANY,2020-01-13 00:00:00,56
KERRY INC,2020-01-13 00:00:00,8
MACKLE PET FOODS,2020-01-13 00:00:00,0
"MARS, INC.",2020-01-13 00:00:00,8
MCCAIN FOODS,2020-01-13 00:00:00,10
MILLER/COORS,2020-01-13 00:00:00,4
MONDELEZ,2020-01-13 00:00:00,115
MONDI PACKAGING,2020-01-13 00:00:00,1
NATIONAL PKG CORPORATION LTD,2020-01-13 00:00:00,1
NEEMAN PRINTERS,2020-01-13 00:00:00,0
NESTLE,2020-01-13 00:00:00,32
Nordvalls Etikett AB,2020-01-13 00:00:00,0
ORKLA,2020-01-13 00:00:00,22
Papier-Mettler,2020-01-13 00:00:00,0
PEPSICO,2020-01-13 00:00:00,0
PHILIPS,2020-01-13 00:00:00,149
POKON NATURADO B.V.,2020-01-13 00:00:00,0
POLY PAK AMERICA INC,2020-01-13 00:00:00,6
POTS & CO,2020-01-13 00:00:00,0
PROCTER & GAMBLE,2020-01-13 00:00:00,304
RECKITT BENCKISER IN,2020-01-13 00:00:00,13
RJ REYNOLDS,2020-01-13 00:00:00,0
RKW,2020-01-13 00:00:00,0
RKW France Castelletta,2020-01-13 00:00:00,2
ROBERTS MART & CO LTD,2020-01-13 00:00:00,0
SAICA PACK,2020-01-13 00:00:00,119
SBM SERVICES,2020-01-13 00:00:00,0
SCA HEALTHCARE,2020-01-13 00:00:00,9
SIGNIFY,2020-01-13 00:00:00,91
SIVA PLASTICS,2020-01-13 00:00:00,0
SKYMARK SCUNTHORPE,2020-01-13 00:00:00,0
SMURFIT,2020-01-13 00:00:00,0
SPRINGFIELD SOLUTIONS,2020-01-13 00:00:00,0
ST. JOHN PACKAGING UK LTD.,2020-01-13 00:00:00,0
STARBUCKS COFFEE CO,2020-01-13 00:00:00,0
STEMPHER BV,2020-01-13 00:00:00,1
SWANSEA UNIVERSITY,2020-01-13 00:00:00,0
SYNPAC LIMITED,2020-01-13 00:00:00,0
TAKEDA EU,2020-01-13 00:00:00,18
TAKEDA PHARMACEUTICALS USA INC,2020-01-13 00:00:00,0
TETRA PAK,2020-01-13 00:00:00,104
TOPCO ASSOCIATES LLC,2020-01-13 00:00:00,0
TRANSCONTINENTAL INC.,2020-01-13 00:00:00,2
ULTIMATE PACKAGING LTD,2020-01-13 00:00:00,4
UNILEVER,2020-01-13 00:00:00,130
VENTURE LIFE HEALTHCARE LTD,2020-01-13 00:00:00,0
WAITROSE LIMITED,2020-01-13 00:00:00,78
WESTLAND HORTICULTURE,2020-01-13 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2020-01-13 00:00:00,24
ZUCKERMAN HONICKMAN INC,2020-01-13 00:00:00,0
2 SISTERS FOOD GROUP,2020-01-06 00:00:00,0
3M,2020-01-06 00:00:00,0
72 AND SUNNY,2020-01-06 00:00:00,0
AIMIA FOODS LTD,2020-01-06 00:00:00,0
Aire Adaptical Design Ltd,2020-01-06 00:00:00,2
ALBEA AMERICAS INC,2020-01-06 00:00:00,0
ALLIED BAKERIES,2020-01-06 00:00:00,6
AMCOR,2020-01-06 00:00:00,54
AMERICAN FUJI SEAL,2020-01-06 00:00:00,0
ARROW FILM CONVERTORS LTD,2020-01-06 00:00:00,13
ASPLA,2020-01-06 00:00:00,0
ASTRA ZENECA,2020-01-06 00:00:00,14
ATTINDAS,2020-01-06 00:00:00,0
BEIERSDORF INCORPORATED,2020-01-06 00:00:00,0
BEMIS ELSHAM LTD,2020-01-06 00:00:00,1
BERRY GLOBAL FILMS LLC,2020-01-06 00:00:00,0
BISCHOF & KLEIN,2020-01-06 00:00:00,0
Bonsai Ventures Hong Kong Limited,2020-01-06 00:00:00,0
BORAN MOPACK,2020-01-06 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2020-01-06 00:00:00,0
BRAYFORD PLASTICS LTD,2020-01-06 00:00:00,1
BRITISH POLYTHENE IND PLC,2020-01-06 00:00:00,2
CARAMBAR & CO SAS,2020-01-06 00:00:00,4
COCA COLA,2020-01-06 00:00:00,74
CONSTANTIA COLMAR IN,2020-01-06 00:00:00,0
Contact Originators Ltd,2020-01-06 00:00:00,0
CRP PRINT & PACKAGING LTD,2020-01-06 00:00:00,0
D&M PACKAGING,2020-01-06 00:00:00,0
DANONE,2020-01-06 00:00:00,1
DELLO DETTMER VERPACKUNGEN,2020-01-06 00:00:00,0
DS SMITH,2020-01-06 00:00:00,0
ELIF GLOBAL SAE,2020-01-06 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2020-01-06 00:00:00,2
EMERGENT,2020-01-06 00:00:00,0
EMSUR SAYMOPACK,2020-01-06 00:00:00,0
EUROFLEX,2020-01-06 00:00:00,0
EVERGREEN,2020-01-06 00:00:00,7
EVERRIS LIMITED,2020-01-06 00:00:00,0
EYEVANCE PHARMACEUTICALS,2020-01-06 00:00:00,0
FLAGSTONE FOODS LLC,2020-01-06 00:00:00,0
FLEXOPLAST,2020-01-06 00:00:00,0
FOX`S BISCUITS,2020-01-06 00:00:00,1
FRIGEMO,2020-01-06 00:00:00,0
GREEN ISLE FOODS,2020-01-06 00:00:00,0
HALEON,2020-01-06 00:00:00,33
HEWLETT PACKARD,2020-01-06 00:00:00,0
HOVIS LTD,2020-01-06 00:00:00,8
INTERFLEX GROUP INC,2020-01-06 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2020-01-06 00:00:00,0
ITC,2020-01-06 00:00:00,0
JDE,2020-01-06 00:00:00,0
KELLOGG COMPANY,2020-01-06 00:00:00,16
KERRY INC,2020-01-06 00:00:00,1
LOREAL,2020-01-06 00:00:00,0
MACKLE PET FOODS,2020-01-06 00:00:00,0
"MARS, INC.",2020-01-06 00:00:00,9
MCCAIN FOODS,2020-01-06 00:00:00,2
MILLER/COORS,2020-01-06 00:00:00,0
MONDELEZ,2020-01-06 00:00:00,31
MONDI PACKAGING,2020-01-06 00:00:00,0
NATIONAL PKG CORPORATION LTD,2020-01-06 00:00:00,0
NEEMAN PRINTERS,2020-01-06 00:00:00,0
NESTLE,2020-01-06 00:00:00,9
Nordvalls Etikett AB,2020-01-06 00:00:00,0
ORKLA,2020-01-06 00:00:00,2
PAPERWORKS INDUSTRIES,2020-01-06 00:00:00,0
Papier-Mettler,2020-01-06 00:00:00,0
PEPSICO,2020-01-06 00:00:00,0
PHILIPS,2020-01-06 00:00:00,21
POKON NATURADO B.V.,2020-01-06 00:00:00,0
POLY PAK AMERICA INC,2020-01-06 00:00:00,0
POTS & CO,2020-01-06 00:00:00,0
PROCTER & GAMBLE,2020-01-06 00:00:00,148
RECKITT BENCKISER IN,2020-01-06 00:00:00,38
RJ REYNOLDS,2020-01-06 00:00:00,0
RKW,2020-01-06 00:00:00,0
RKW France Castelletta,2020-01-06 00:00:00,1
ROBERTS MART & CO LTD,2020-01-06 00:00:00,0
SAICA PACK,2020-01-06 00:00:00,32
SBM SERVICES,2020-01-06 00:00:00,0
SCA HEALTHCARE,2020-01-06 00:00:00,2
SIGNIFY,2020-01-06 00:00:00,13
SIVA PLASTICS,2020-01-06 00:00:00,0
SKYMARK SCUNTHORPE,2020-01-06 00:00:00,0
SMURFIT,2020-01-06 00:00:00,0
SPRINGFIELD SOLUTIONS,2020-01-06 00:00:00,0
ST. JOHN PACKAGING UK LTD.,2020-01-06 00:00:00,0
STARBUCKS COFFEE CO,2020-01-06 00:00:00,0
STEMPHER BV,2020-01-06 00:00:00,0
SWANSEA UNIVERSITY,2020-01-06 00:00:00,0
SYNPAC LIMITED,2020-01-06 00:00:00,0
TAKEDA EU,2020-01-06 00:00:00,1
TAKEDA PHARMACEUTICALS USA INC,2020-01-06 00:00:00,0
TESCO,2020-01-06 00:00:00,0
TETRA PAK,2020-01-06 00:00:00,87
TOPCO ASSOCIATES LLC,2020-01-06 00:00:00,0
TRANSCONTINENTAL INC.,2020-01-06 00:00:00,4
ULTIMATE PACKAGING LTD,2020-01-06 00:00:00,0
UNILEVER,2020-01-06 00:00:00,31
VENTURE LIFE HEALTHCARE LTD,2020-01-06 00:00:00,0
WAITROSE LIMITED,2020-01-06 00:00:00,16
WESTLAND HORTICULTURE,2020-01-06 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2020-01-06 00:00:00,47
ZUCKERMAN HONICKMAN INC,2020-01-06 00:00:00,0
2 SISTERS FOOD GROUP,2019-12-30 00:00:00,2
AIMIA FOODS LTD,2019-12-30 00:00:00,0
Aire Adaptical Design Ltd,2019-12-30 00:00:00,0
ALBEA AMERICAS INC,2019-12-30 00:00:00,0
ALLIED BAKERIES,2019-12-30 00:00:00,0
AMCOR,2019-12-30 00:00:00,42
AMERICAN FUJI SEAL,2019-12-30 00:00:00,0
ARROW FILM CONVERTORS LTD,2019-12-30 00:00:00,0
ASPLA,2019-12-30 00:00:00,0
ASTRA ZENECA,2019-12-30 00:00:00,20
ATTINDAS,2019-12-30 00:00:00,0
BEMIS ELSHAM LTD,2019-12-30 00:00:00,2
BISCHOF & KLEIN,2019-12-30 00:00:00,0
BORAN MOPACK,2019-12-30 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2019-12-30 00:00:00,0
BRAYFORD PLASTICS LTD,2019-12-30 00:00:00,3
BRITISH POLYTHENE IND PLC,2019-12-30 00:00:00,2
CARAMBAR & CO SAS,2019-12-30 00:00:00,20
COCA COLA,2019-12-30 00:00:00,112
CONSTANTIA COLMAR IN,2019-12-30 00:00:00,0
CRP PRINT & PACKAGING LTD,2019-12-30 00:00:00,0
DANONE,2019-12-30 00:00:00,1
DELLO DETTMER VERPACKUNGEN,2019-12-30 00:00:00,0
DS SMITH,2019-12-30 00:00:00,0
ELIF GLOBAL SAE,2019-12-30 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2019-12-30 00:00:00,1
EMERGENT,2019-12-30 00:00:00,0
EMSUR SAYMOPACK,2019-12-30 00:00:00,0
EUROFLEX,2019-12-30 00:00:00,0
EVERGREEN,2019-12-30 00:00:00,0
EVERRIS LIMITED,2019-12-30 00:00:00,0
EYEVANCE PHARMACEUTICALS,2019-12-30 00:00:00,0
FLEXOPLAST,2019-12-30 00:00:00,0
FOX`S BISCUITS,2019-12-30 00:00:00,0
FRIGEMO,2019-12-30 00:00:00,0
GREEN ISLE FOODS,2019-12-30 00:00:00,10
HALEON,2019-12-30 00:00:00,24
HEWLETT PACKARD,2019-12-30 00:00:00,0
HOVIS LTD,2019-12-30 00:00:00,6
INTERFLEX GROUP INC,2019-12-30 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2019-12-30 00:00:00,0
JDE,2019-12-30 00:00:00,0
KELLOGG COMPANY,2019-12-30 00:00:00,3
KERRY INC,2019-12-30 00:00:00,0
LOREAL,2019-12-30 00:00:00,0
MACKLE PET FOODS,2019-12-30 00:00:00,0
"MARS, INC.",2019-12-30 00:00:00,34
MCCAIN FOODS,2019-12-30 00:00:00,4
MILLER/COORS,2019-12-30 00:00:00,0
MONDELEZ,2019-12-30 00:00:00,52
MONDI PACKAGING,2019-12-30 00:00:00,0
NATIONAL PKG CORPORATION LTD,2019-12-30 00:00:00,0
NEEMAN PRINTERS,2019-12-30 00:00:00,0
NESTLE,2019-12-30 00:00:00,19
ORKLA,2019-12-30 00:00:00,1
PAPERWORKS INDUSTRIES,2019-12-30 00:00:00,0
Papier-Mettler,2019-12-30 00:00:00,0
PEPSICO,2019-12-30 00:00:00,0
PHILIPS,2019-12-30 00:00:00,10
POKON NATURADO B.V.,2019-12-30 00:00:00,0
POLY PAK AMERICA INC,2019-12-30 00:00:00,0
POTS & CO,2019-12-30 00:00:00,0
PROCTER & GAMBLE,2019-12-30 00:00:00,145
RECKITT BENCKISER IN,2019-12-30 00:00:00,35
RJ REYNOLDS,2019-12-30 00:00:00,0
RKW,2019-12-30 00:00:00,0
RKW France Castelletta,2019-12-30 00:00:00,3
ROBERTS MART & CO LTD,2019-12-30 00:00:00,0
SAICA PACK,2019-12-30 00:00:00,0
SCA HEALTHCARE,2019-12-30 00:00:00,10
SIGNIFY,2019-12-30 00:00:00,17
SIVA PLASTICS,2019-12-30 00:00:00,0
SKYMARK SCUNTHORPE,2019-12-30 00:00:00,0
SMURFIT,2019-12-30 00:00:00,0
SPRINGFIELD SOLUTIONS,2019-12-30 00:00:00,0
STEMPHER BV,2019-12-30 00:00:00,0
SWANSEA UNIVERSITY,2019-12-30 00:00:00,0
SYNPAC LIMITED,2019-12-30 00:00:00,0
TAKEDA EU,2019-12-30 00:00:00,3
TESCO,2019-12-30 00:00:00,0
TETRA PAK,2019-12-30 00:00:00,30
TRANSCONTINENTAL INC.,2019-12-30 00:00:00,0
ULTIMATE PACKAGING LTD,2019-12-30 00:00:00,1
UNILEVER,2019-12-30 00:00:00,39
VENTURE LIFE HEALTHCARE LTD,2019-12-30 00:00:00,0
WAITROSE LIMITED,2019-12-30 00:00:00,2
WM MORRISON SUPERMARKETS PLC,2019-12-30 00:00:00,0
ZUCKERMAN HONICKMAN INC,2019-12-30 00:00:00,0
2 SISTERS FOOD GROUP,2019-12-23 00:00:00,0
AIMIA FOODS LTD,2019-12-23 00:00:00,0
Aire Adaptical Design Ltd,2019-12-23 00:00:00,3
ALBEA AMERICAS INC,2019-12-23 00:00:00,0
ALLIED BAKERIES,2019-12-23 00:00:00,10
AMCOR,2019-12-23 00:00:00,179
AMERICAN FUJI SEAL,2019-12-23 00:00:00,1
ARROW FILM CONVERTORS LTD,2019-12-23 00:00:00,8
ASPLA,2019-12-23 00:00:00,0
ASTRA ZENECA,2019-12-23 00:00:00,76
ATTINDAS,2019-12-23 00:00:00,2
BEMIS ELSHAM LTD,2019-12-23 00:00:00,1
BISCHOF & KLEIN,2019-12-23 00:00:00,0
BORAN MOPACK,2019-12-23 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2019-12-23 00:00:00,0
BRAYFORD PLASTICS LTD,2019-12-23 00:00:00,9
BRITISH POLYTHENE IND PLC,2019-12-23 00:00:00,10
CARAMBAR & CO SAS,2019-12-23 00:00:00,1
COCA COLA,2019-12-23 00:00:00,214
CONSTANTIA COLMAR IN,2019-12-23 00:00:00,0
CRP PRINT & PACKAGING LTD,2019-12-23 00:00:00,0
DANONE,2019-12-23 00:00:00,1
DELLO DETTMER VERPACKUNGEN,2019-12-23 00:00:00,0
DS SMITH,2019-12-23 00:00:00,0
ELIF GLOBAL SAE,2019-12-23 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2019-12-23 00:00:00,9
EMERGENT,2019-12-23 00:00:00,2
EMSUR SAYMOPACK,2019-12-23 00:00:00,0
EUROFLEX,2019-12-23 00:00:00,0
EVERGREEN,2019-12-23 00:00:00,37
EVERRIS LIMITED,2019-12-23 00:00:00,0
EYEVANCE PHARMACEUTICALS,2019-12-23 00:00:00,0
FLEXOPLAST,2019-12-23 00:00:00,1
FOX`S BISCUITS,2019-12-23 00:00:00,0
FRIGEMO,2019-12-23 00:00:00,0
GREEN ISLE FOODS,2019-12-23 00:00:00,0
HALEON,2019-12-23 00:00:00,97
HEWLETT PACKARD,2019-12-23 00:00:00,14
HOVIS LTD,2019-12-23 00:00:00,13
INTERFLEX GROUP INC,2019-12-23 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2019-12-23 00:00:00,3
JDE,2019-12-23 00:00:00,0
